energy	2w	c0	phi0	c1	phi1	c2	phi2
-1.26025502511748	44.7118797737106	0.258558199396324	1.38903008446239	0.442454287372833	5.01561926568188	1.45687361438435	3.11099595846205
-1.26019333788841	44.7135583687274	0.257473035660021	1.38903151913845	0.442423720650966	5.0156443992557	1.45717851005301	3.11103534430597
-1.26013165065933	44.7152369637443	0.256387629091069	1.38903295145544	0.442393162642992	5.01566952828274	1.45748332009868	3.11107472321671
-1.26006996343025	44.7169155587611	0.255301974480391	1.38903438141395	0.442362613248758	5.0156946525925	1.45778804594458	3.11111409663453
-1.26000827620118	44.7185941537779	0.254216066605663	1.38903580901445	0.442332072590564	5.01571977234067	1.45809269008918	3.11115346322732
-1.2599465889721	44.7202727487948	0.25312990022987	1.38903723425709	0.442301540642898	5.01574488746634	1.45839725412316	3.11119282399847
-1.25988490174303	44.7219513438116	0.252043470112622	1.38903865714291	0.442271017424415	5.01576999797301	1.45870174007493	3.11123217883875
-1.25982321451395	44.7236299388285	0.250956770990347	1.38904007767183	0.442240502955473	5.01579510386718	1.45900615040769	3.11127152651799
-1.25976152728487	44.7253085338453	0.249869797596701	1.3890414958448	0.442209997289073	5.01582020520422	1.45931048662872	3.11131086829077
-1.2596998400558	44.7269871288621	0.248782544647457	1.38904291166217	0.442179500417641	5.01584530194927	1.45961475066485	3.11135020426818
-1.25963815282672	44.728665723879	0.24769500684835	1.38904432512464	0.442149012317255	5.0158703940418	1.45991894478636	3.11138953381258
-1.25957646559764	44.7303443188959	0.246607178889973	1.38904573623256	0.442118533034454	5.01589548152788	1.46022307095087	3.1114288569947
-1.25951477836857	44.7320229139127	0.245519055449455	1.38904714498619	0.442088062609346	5.01592056444422	1.46052713111439	3.11146817391724
-1.25945309113949	44.7337015089295	0.244430631195717	1.38904855138646	0.442057601036854	5.01594564275917	1.46083112714188	3.11150748490528
-1.25939140391041	44.7353801039464	0.243341900779861	1.38904995543365	0.44202714829221	5.01597071640973	1.46113506137219	3.111546789142
-1.25932971668134	44.7370586989632	0.242252858839438	1.38905135712781	0.441996704488705	5.0159957855459	1.46143893542478	3.11158608756618
-1.25926802945226	44.7387372939801	0.241163500008781	1.38905275647127	0.441966269622356	5.01602085013791	1.46174275142523	3.11162537986691
-1.25920634222319	44.7404158889969	0.240073818890917	1.38905415346238	0.441935843660755	5.01604591011086	1.46204651154834	3.11166466567192
-1.25914465499411	44.7420944840138	0.238983810088742	1.38905554810248	0.441905426597343	5.01607096542932	1.46235021749346	3.1117039457063
-1.25908296776503	44.7437730790306	0.23789346818451	1.38905694039135	0.441875018560264	5.01609601626916	1.46265387166969	3.11174321904181
